№ п/п;Товар;Обозначение;Модификация;Кол-во;На заказы;Поставщик
5050;Реле указательное;РУ-21/~0,5 50 Гц з/п;<>;11; ;ЧЭАЗ АО
5051;Реле указательное;РУ-21/=0,016 з/п;<>;22; ;ЧЭАЗ АО
5052;Реле указательное;РУ-21/~0,16 50 Гц;<>;1; ;ЧЭАЗ АО
5053;Реле указательное;РУ-21/~0,16 50 Гц;Реле указательное РУ-21/~0,16 50 Гц 1з+1п з/п шп;40; ;СТРОЙЭНЕРГО ООО
5054;Реле указательное;РУ-21/~220 50 Гц з/п;РУ-21 ~220В, 50 Гц, 1 з 1 р, з.п. шп;13; ;ЧЭАЗ АО
5055;Релейная полка;НГКШ.745418.629;<>;21; ;Крабер ООО
5056;Релейный цоколь;SCM 4CO ECO;<>;860; ;АМИТРОН -ЭК
5057;Релейный цоколь;SCM 4CO ECO;<>;71; ;Электро-Лайн ООО
5058;Решетка вентиляционная с фильтром 252х252 мм;R5RF15;<>;7; ;ЭЛЕКТРОТЕХМОНТАЖ ТД ООО
5059;Решетка вентиляционная с фильтром 325х325 мм;R5RF20;<>;3; ;Толедо СК
5060;Решетка вентиляционная с фильтром 325х325 мм;R5RF20;<>;23; ;ЭЛЕКТРОТЕХМОНТАЖ ТД ООО
5061;Ригель;НГКШ.741121.687;<>;2; ;ТЕХКОМ НН
5062;Ригель;НГКШ.745512.2058-01-л;<>;40; ;ХРОМОС Инжиниринг
5063;Ригель;НГКШ.745512.2058-л;<>;40; ;ХРОМОС Инжиниринг
5064;Розетка;ЗСЭА 301.539.611-01;<>;297; ;Завод СЭА ПКП
5065;Розетка;ЗСЭА 301.539.611;<>;297; ;Завод СЭА ПКП
5066;Розетка;ЗСЭА 301.536.604;<>;36; ;Завод СЭА ПКП
5067;Розетка;РШ-П-О-10А 42В IP43;<>;101; ;Толедо СК
5068;Розетка;РА-10/16-008/112Б;<>;20; ;Толедо СК
5069;Розетка;ЗСЭА 301.539.611-01;<>;17; ;ТЭС/ТЭС НН
5070;Розетка;РШ-П-О-10А 42В IP43;<>;20; ;ЭЛЕКТРОТЕХМОНТАЖ ТД ООО
5071;Розетка;РА-10/16-008/112Б;Розетка РА 10-131  ХИТ1м оп;77; ;Толедо СК
5072;Розетка  с изолятором на 1000 А;ЗСЭА 301.536.611-01;<>;252; ;Завод СЭА ПКП
5073;Розетка  с изолятором на 1600 А для К-IIIУ;ЗСЭА 301.536.611-02;<>;18; ;Завод СЭА ПКП
5074;Розетка (брызгозащищенная наружная);РШ 42В 10А IP43 не брать;<>;15; ;Возврат с производства
5075;Розетка 1600 А;ЗСЭА 301.536.604-03;<>;84; ;Завод СЭА ПКП
5076;Розетка 223 переносная 2Р+РЕ 32А 220В; ;<>;4; ;ЭЛЕКТРОТЕХМОНТАЖ ТД ООО
5077;Розетка 24DD, кримп;09160243101;<>;128; ;Хартинг ООО
5078;Розетка 42DD, крим;09160423101;<>;12; ;Хартинг ООО
5079;Розетка в блочном корпусе;СШР48П20ЭГ2;<>;100; ;ИП Карпенко Ю.Д.
5080;Розетка в блочном корпусе;СШР55П30ЭГ1;<>;300; ;ИП Карпенко Ю.Д.
5081;Розетка в блочном корпусе;СШР48П20ЭГ2;<>;50; ;Каскад НПО
5082;Розетка в блочном корпусе;2РТТ48Б20Г28В;<>;42; ;Каскад НПО
5083;Розетка в блочном корпусе;СШР55П30ЭГ1;<>;70; ;Каскад НПО
5084;Розетка для КРУ К-IIIу на 630А;ЗСЭА 301.536.611;<>;114; ;Завод СЭА ПКП
5085;Розетка ЕЕ32, кримп;09320323101;<>;1; ;Возврат с производства
5086;Розетка ЕЕ32, кримп;09320323101;<>;166; ;Хартинг ООО
5087;Розетка к реле;96.04;<>;8; ;Электро-Лайн ООО
5088;Розетка К12/26 (1000А);ЗСЭА 301.536.605-02;<>;138; ;Завод СЭА ПКП
5089;Розетка К12/26 (1600А);ЗСЭА 301.536.605-03;<>;123; ;Завод СЭА ПКП
5090;Розетка К12/26 (630А);ЗСЭА 301.536.605-01;<>;498; ;Завод СЭА ПКП
5091;Розетка К6/6, винт;09380122751;<>;2; ;Хартинг ООО
5092;Розетка контактная;ЗСЭА 301.359.111-01;<>;96; ;Завод СЭА ПКП
5093;Розетка контактная 1000А без шины (для ST-7);ЗСЭА 675257.006;<>;288; ;Завод СЭА ПКП
5094;Розетка на DIN-рейку 2Р+Т;PAp10-3-ОП;<>;124; ;Толедо СК
5095;Розетка наружная с заземлением 250В 16А со шторками белая;РА 16-112Б-Б1 Рондо (EKF );<>;27; ;Толедо СК
5096;Розетка РП-24-10-250-УХЛЗ ТУ;06105020;<>;25; ;Каскад НПО
5097;Розетка РП-32-16-500-УХЛЗ ТУ;06107080;<>;20; ;Каскад НПО
5098;Розетка РП-46-16-500-УХЛ3;06108100;<>;8; ;Каскад НПО
5099;Розетка РП-6А/6В-100/16-690/400-УХЛЗ ТУ;06108180;<>;3; ;Каскад НПО
5100;Розетка стационарная 2Р+Е, 32А,IP 44 арт. 2CMA193122R1000;232 RS6;<>;2; ;Толедо СК
5101;Розетка стационарная 3Р+N+Е, 32А,IP 44 арт.2CMA193139R1000;432 RS6;<>;4; ;Толедо СК
5102;Ролик;НГКШ.713232.144;<>;6; ;ТЕХКОМ НН
5103;Ролик;НГКШ.713232.368;<>;6; ;ТЕХКОМ НН
5104;Ролик;НГКШ.713232.139;<>;3; ;ТЕХКОМ НН
5105;Ролик заднего колеса;НГКШ.713232.158;<>;18; ;ТЕХКОМ НН
5106;Ролик колеса;НГКШ.713232.426;<>;12; ;ТЕХКОМ НН
5107;Ролик открытия шторок;НГКШ.301341.611;<>;4; ;ТЕХКОМ НН
5108;Ролик удержания ВЭ;НГКШ.713232.120;<>;36; ;ТЕХКОМ НН
5109;Ролик шторок;НГКШ.713232.097;<>;94; ;ТЕХКОМ НН
5110;Ролик шторок;НГКШ.713232.119-01;<>;18; ;ТЕХКОМ НН
5111;Рубашка тормозного троса;Jagwire CEX;<>;420; ;ИП Долидзе П.А.
5112;Рубильник (1 полюс 20 Ампер);ВН-32 1Р 20А;<>;1; ;ЭЛЕКТРИКА -ОПТ
5113;Рубильник (1 полюс 20 Ампер) с видимым разрывом;ВН-32 1Р 20А;<>;17; ;Толедо СК
5114;Рубильник (1полюс 25 Ампер ) с видимым разрывом;ВН-32 1P 25А;<>;15; ;Толедо СК
5115;Рубильник (2 полюса 20 Ампер);ВН-32 2Р 20А;<>;6; ;ЭЛЕКТРИКА -ОПТ
5116;Рубильник (2 полюса 20 Ампер) с видимым разрывом;ВН-32 2Р 20А;<>;23; ;Толедо СК
5117;Рубильник (2 полюса 25 Ампер) с видимым разрывом;ВН-32 2Р 25А;<>;1; ;Возврат с производства
5118;Рубильник (2 полюса 25 Ампер) с видимым разрывом;ВН-32 2Р 25А;<>;16; ;Толедо СК
5119;Рубильник (2 полюса 32 Ампер) с видимым разрывом;ВН-32 2Р 32А;<>;6; ;Толедо СК
5120;Рубильник (3 полюса 25 Ампер) с видимым разрывом;ВН-32 3Р 25А;<>;49; ;Толедо СК
5121;Рубильник (3 полюса 32 Ампер) с видимым разрывом;ВН-32 3Р 32А;<>;3; ;Толедо СК
5122;Рубильник (3 полюса 40 Ампер) с видимым разрывом;ВН-32 3Р 40А;<>;1; ;Толедо СК
5123;Рубильник (3 полюса 80 Ампер) с видимым разрывом;ВН-32 3P 80А;<>;1; ;Толедо СК
5124;Рубильник (3 полюса до 63А) 1SCA105332R1001 для установки на DIN рейку или монт. плату;OT63F3;<>;3; ;Толедо СК
5125;Рубильник (3полюса 100 Ампер) с видимым разрывом;ВН-32 3Р 100А;<>;53; ;Толедо СК
5126;Рубильник (3полюса 100 Ампер) с видимым разрывом;ВН-32 3Р 100А;<>;31; ;Эра ТД
5127;Рубильник (3полюса 20 Ампер) с видимым разрывом;ВН-32 3Р 20А;<>;7; ;Толедо СК
5128;Рубильник (4 полюса 125 Ампер) с видимым разрывом;ВН-32 4Р 125А;<>;1; ;Толедо СК
5129;Рубильник (4 полюса 20 Ампер) с видимым разрывом;ВН-32 4Р 20А;<>;3; ;Толедо СК
5130;Рубильник ABB  4П  63А;OT63F4N2;<>;6; ;Толедо СК
5131;Рубильник OT2500E03 2500А 3х-полюсный (без ручки управления и переходника);1SCA104971R1001;<>;1; ;ЭЛЕКТРОТЕХМОНТАЖ ТД ООО
5132;Рубильник OT630E03 до 630A 3-полюсный (без ручки управления);1SCA022775R3670;<>;7; ;ЭЛЕКТРОТЕХМОНТАЖ ТД ООО
5133;Рубильник с видимым разрывом модульный SIRCO VM1;3Х100АF;<>;1; ;ПРЕОРА
5134;Рукоятка;ТШАГ.715111.058;<>;51; ;ТЕХКОМ НН
5135;Рукоятка;НГКШ.716513.001-02;<>;43; ;ТЕХКОМ НН
5136;Рукоятка;НГКШ.715312.527;<>;2; ;ТЕХКОМ НН
5137;Рукоятка;ТШОЗ.303658.005;<>;5; ;ТЕХКОМ НН
5138;Рукоятка КВЭ универсальная;НГКШ.303671.036;<>;4; ;ТЕХКОМ НН
5139;Рукоятка отключения ВВ;НГКШ.746724.031;<>;12; ;ТЕХКОМ НН
5140;Рукоятка узла фиксации;НГКШ.715312.257;<>;3; ;ТЕХКОМ НН
5141;Ручка;EPR.120-SH-C1;<>;6; ;Компания ФАМ ООО
5142;Ручка;ИТЕА.746724.517;<>;7; ;Крабер ООО
5143;Ручка;НГКШ.746724.001;<>;930; ;МЕТАСФЕРА
5144;Ручка;К111.26-41.00.005;<>;1; ;ТЕХКОМ НН
5145;Ручка;ТШОЗ.746711.001;<>;9; ;ТЕХКОМ НН
5146;Ручка;ТШАГ.715211.013;<>;336; ;ТЕХКОМ НН
5147;Ручка;ТШАГ.715211.002;<>;562; ;ТЕХКОМ НН
5148;Ручка;НГКШ.746724.001-01;<>;6; ;ТЕХКОМ НН
5149;Ручка;ИТЕА.746724.516;<>;9; ;ТЕХКОМ НН
5150;Ручка;ТШАГ.746724.004;<>;220; ;ТЕХКОМ НН
5151;Ручка;ИТЕА.746724.518;<>;541; ;ТЕХКОМ НН
5152;Ручка;ИТЕА.746724.519;<>;52; ;ТЕХКОМ НН
5153;Ручка;ИТЕА.746724.512;<>;142; ;ТЕХКОМ НН
5154;Ручка;087-300;<>;300; ;Электра Екатеринбург
5155;Ручка;087-200;<>;960; ;Электра Екатеринбург
5156;Ручка;ИТЕА.746724.518;<>;320; ;Электротехника (МЕХ.ЦЕХ)
5157;Ручка блокиратора;НГКШ.746724.016;<>;3; ;ТЕХКОМ НН
5158;Ручка вката;НГКШ.301341.476;<>;50; ;ТЕХКОМ НН
5159;Ручка ВЭ;ВЭ117.28-26.00.000;<>;2; ;ТЕХКОМ НН
5160;Ручка двери;ИТЕА.746714.002;<>;344; ;ТЕХКОМ НН
5161;Ручка ЗР;К101.1-19.00.000;<>;3; ;ТЕХКОМ НН
5162;Ручка ЗР;К101.1-19.00.000;<>;13; ;Электротехника (МЕХ.ЦЕХ)
5163;Ручка непосредственного монтажа;FD E1R/FD E1N G;<>;1; ;ПРЕОРА
5164;Ручка оперирования элегазовым аппаратом;APP.066.252;<>;11; ;Возврат с производства
5165;Ручка отключения;НГКШ.746724.023;<>;19; ;ТЕХКОМ НН
5166;Ручка управления ABB прямого монтажа для рубильников черная OT16..125F;OHBS3/1;<>;6; ;Толедо СК
5167;Ручки для прямой установки на корпус рубильника OT1000…2500E_C;1SCA107481R1001;<>;1; ;Толедо СК
5168;Ручки для прямой установки на корпус рубильника OT1000…2500E_C;1SCA107481R1001;<>;1; ;ЭЛЕКТРОТЕХМОНТАЖ ТД ООО
5169;Ручки для прямой установки на корпус рубильника OT630...800E_C;1SCA022797R2470;<>;7; ;ЭЛЕКТРОТЕХМОНТАЖ ТД ООО
5170;Рым болт (DIN 580);М10;<>;20; ;АЛЛ Метиз МК ООО
5171;Рым болт (DIN 580);М12;<>;354; ;Центр крепежа
5172;Рым болт (DIN 580);М12;<>;9; ;ЭЛЕКТРОТЕХМОНТАЖ ТД ООО
5173;Рычаг;ТШАГ.741214.024;<>;5; ;Крабер ООО
5174;Рычаг;ТШАГ.741254.008;<>;119; ;Крабер ООО
5175;Рычаг;ТШАГ.741214.027;<>;5; ;Крабер ООО
5176;Рычаг;НГКШ.745571.181-01;<>;19; ;Крабер ООО
5177;Рычаг;НГКШ.745571.181;<>;19; ;Крабер ООО
5178;Рычаг;ТШАГ.741254.015;<>;188; ;Крабер ООО
5179;Рычаг;К101.1-05.00.000;<>;2; ;Крабер ООО
5180;Рычаг;К101.1-06.00.000;<>;2; ;Крабер ООО
5181;Рычаг;К101.1-07.00.000;<>;4; ;Крабер ООО
5182;Рычаг;ТШАГ.303671.010;<>;12; ;Крабер ООО
5183;Рычаг;НГКШ.303671.035;<>;3; ;Крабер ООО
5184;Рычаг;ТШАГ.741254.002;<>;273; ;Крабер ООО
5185;Рычаг;ТШАГ.741254.011;<>;3; ;Крабер ООО
5186;Рычаг;ТШАГ.741254.010;<>;3; ;Крабер ООО
5187;Рычаг;ТШАГ.741254.007;<>;6; ;Крабер ООО
5188;Рычаг;ТШАГ.741254.006-02;<>;6; ;Крабер ООО
5189;Рычаг;ТШАГ.303671.053;<>;3; ;Крабер ООО
5190;Рычаг;ТШАГ.303671.054;<>;3; ;Крабер ООО
5191;Рычаг;ТШАГ.741254.006-01;<>;3; ;Крабер ООО
5192;Рычаг;ТШАГ.741214.023;<>;5; ;Крабер ООО
5193;Рычаг;К101.1-21.00.003;<>;6; ;Крабер ООО
5194;Рычаг;ТШАГ.741214.020;<>;5; ;Крабер ООО
5195;Рычаг;К101.1-21.00.003;<>;28; ;МЕТАЛЛООБРАБОТКА ИК
5196;Рычаг;К117.28-41.00.022;<>;2; ;МЕТАЛЛООБРАБОТКА ИК
5197;Рычаг;ИТОЗ 303.671.535;<>;18; ;МЕТАЛЛООБРАБОТКА ИК
5198;Рычаг;ТШАГ.303671.013-01;<>;335; ;МЕТАСФЕРА
5199;Рычаг;НГКШ.745571.506;<>;2; ;ПМК ООО
5200;Рычаг;ТШАГ.303671.013;<>;1; ;ПМК ООО
5201;Рычаг;К111.26-24.00.000;<>;1; ;ТЕХКОМ НН
5202;Рычаг;НГКШ.303671.008;<>;2; ;ТЕХКОМ НН
5203;Рычаг;К101.1-06.00.000;<>;14; ;ТЕХКОМ НН
5204;Рычаг;НГКШ.303671.030;<>;6; ;ТЕХКОМ НН
5205;Рычаг;ИТЕА.303671.539-01;<>;9; ;ТЕХКОМ НН
5206;Рычаг;К101.1-07.00.000;<>;28; ;ТЕХКОМ НН
5207;Рычаг;К101.1-05.00.000;<>;14; ;ТЕХКОМ НН
5208;Рычаг;ТШАГ.303671.006;<>;52; ;ТЕХКОМ НН
5209;Рычаг;К101.1-21.01.000;<>;5; ;ТЕХКОМ НН
5210;Рычаг;НГКШ.303367.001;<>;25; ;ТЕХКОМ НН
5211;Рычаг;НГКШ.303367.001-01;<>;25; ;ТЕХКОМ НН
5212;Рычаг;К101.1-15.00.000;<>;14; ;ТЕХКОМ НН
5213;Рычаг;К111.26-17.00.000;<>;1; ;ТЕХКОМ НН
5214;Рычаг;ТШОЗ.303671.000;<>;9; ;ТЕХКОМ НН
5215;Рычаг;ТШАГ.303671.047;<>;9; ;ТЕХКОМ НН
5216;Рычаг;ТШАГ.303671.008;<>;9; ;ТЕХКОМ НН
5217;Рычаг;ИТЕА.303671.537;<>;9; ;ТЕХКОМ НН
5218;Рычаг;К117.28-78.00.000;<>;1; ;ТЕХКОМ НН
5219;Рычаг;ТШАГ.303671.011;<>;20; ;ТЕХКОМ НН
5220;Рычаг;НГКШ.303671.003;<>;17; ;ТЕХКОМ НН
5221;Рычаг;ТШАГ.304551.006;<>;325; ;ТЕХКОМ НН
5222;Рычаг;ТШАГ.303671.009;<>;12; ;ТЕХКОМ НН
5223;Рычаг;ТШАГ.741214.023;<>;13; ;ХРОМОС Инжиниринг
5224;Рычаг;ТШАГ.741214.020;<>;16; ;ХРОМОС Инжиниринг
5225;Рычаг;ТШАГ.741214.027;<>;16; ;ХРОМОС Инжиниринг
5226;Рычаг;ТШАГ.741214.024;<>;16; ;ХРОМОС Инжиниринг
5227;Рычаг;К111.26-24.00.000;<>;1; ;Электротехника (МЕХ.ЦЕХ)
5228;Рычаг;К101.1-21.00.003;<>;28; ;Электротехника (МЕХ.ЦЕХ)
5229;Рычаг;К111.26-17.00.000;<>;1; ;Электротехника (МЕХ.ЦЕХ)
5230;Рычаг;К101.1-07.00.000;<>;88; ;Электротехника (МЕХ.ЦЕХ)
5231;Рычаг;К117.28-41.00.022;<>;4; ;Электротехника (МЕХ.ЦЕХ)
5232;Рычаг;К101.1-21.01.000;<>;12; ;Электротехника (МЕХ.ЦЕХ)
5233;Рычаг;К117.28-78.00.000;<>;1; ;Электротехника (МЕХ.ЦЕХ)
5234;Рычаг большой;ТШАГ.741254.003;<>;603; ;Крабер ООО
5235;Рычаг в сборе;НГКШ.301341.475;<>;47; ;ТЕХКОМ НН
5236;Рычаг вката;НГКШ.303671.001;<>;48; ;ТЕХКОМ НН
5237;Рычаг вката;НГКШ.303671.032;<>;2; ;ТЕХКОМ НН
5238;Рычаг вката;НГКШ.303671.001-01;<>;48; ;ТЕХКОМ НН
